task,family,k,seed,mode,acc,eps,support_size,support,lam,delta_norm
english-spanish,translation,4,2,cass_recon,0.0,0.6551,4,lowercase-first-letter|english-french|english-german|alphabetically-first,0.2935,9.21
english-spanish,translation,4,2,zvec,0.0,0.6551,4,lowercase-first-letter|english-french|english-german|alphabetically-first,0.2935,9.21
english-spanish,translation,4,3,cass,0.0,0.723,4,capitalize|lowercase-first-letter|english-french|animal-from-list,0.3129,8.55
english-spanish,translation,4,4,cass,0.0,0.657,3,english-french|english-german|alphabetically-first,0.3199,8.0
next-item,algorithmic,0,0,oracle,0.02,0,1,next-item,0,7.91405038233776
next-item,algorithmic,0,0,naive,0.02,1,31,all,0,0
next-item,algorithmic,4,0,cass,0.02,0.6215,5,person-instrument|antonym|capitalize-first-letter|capitalize-last-letter|prev-item,0.1983,7.46
next-item,algorithmic,4,0,cass_recon,0.04,0.6215,5,person-instrument|antonym|capitalize-first-letter|capitalize-last-letter|prev-item,0.1983,7.46
next-item,algorithmic,4,0,zvec,0.04,0.6215,5,person-instrument|antonym|capitalize-first-letter|capitalize-last-letter|prev-item,0.1983,7.46
next-item,algorithmic,4,1,cass,0.02,0.6557,4,antonym|synonym|singular-plural|prev-item,0.2339,7.32
next-item,algorithmic,4,1,cass_recon,0.0,0.6557,4,antonym|synonym|singular-plural|prev-item,0.2339,7.32
next-item,algorithmic,4,1,zvec,0.04,0.6557,4,antonym|synonym|singular-plural|prev-item,0.2339,7.32
next-item,algorithmic,4,2,cass,0.02,0.6579,4,present-past|capitalize|capitalize-first-letter|prev-item,0.2569,8.02
next-item,algorithmic,4,2,cass_recon,0.02,0.6579,4,present-past|capitalize|capitalize-first-letter|prev-item,0.2569,8.02
next-item,algorithmic,4,2,zvec,0.04,0.6579,4,present-past|capitalize|capitalize-first-letter|prev-item,0.2569,8.02
next-item,algorithmic,4,3,cass,0.04,0.781,4,singular-plural|lowercase-first-letter|prev-item|next-capital-letter,0.1807,5.76
next-item,algorithmic,4,4,cass,0.02,0.6872,5,antonym|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|prev-item,0.1606,5.24
prev-item,algorithmic,0,0,oracle,0.0,0,1,prev-item,0,7.070124806395653
prev-item,algorithmic,0,0,naive,0.02,1,31,all,0,0
prev-item,algorithmic,4,0,cass,0.0,0.587,5,antonym|synonym|present-past|capitalize|next-item,0.2764,8.04
prev-item,algorithmic,4,0,cass_recon,0.0,0.587,5,antonym|synonym|present-past|capitalize|next-item,0.2764,8.04
prev-item,algorithmic,4,0,zvec,0.0,0.587,5,antonym|synonym|present-past|capitalize|next-item,0.2764,8.04
prev-item,algorithmic,4,1,cass,0.0,0.7413,3,antonym|capitalize-first-letter|next-item,0.205,5.8
prev-item,algorithmic,4,1,cass_recon,0.02,0.7413,3,antonym|capitalize-first-letter|next-item,0.205,5.8
prev-item,algorithmic,4,1,zvec,0.04,0.7413,3,antonym|capitalize-first-letter|next-item,0.205,5.8
prev-item,algorithmic,4,2,cass,0.02,0.6904,5,synonym|present-past|capitalize-first-letter|capitalize-last-letter|next-item,0.2964,7.79
prev-item,algorithmic,4,2,cass_recon,0.0,0.6904,5,synonym|present-past|capitalize-first-letter|capitalize-last-letter|next-item,0.2964,7.79
prev-item,algorithmic,4,2,zvec,0.0,0.6904,5,synonym|present-past|capitalize-first-letter|capitalize-last-letter|next-item,0.2964,7.79
prev-item,algorithmic,4,3,cass,0.02,0.8053,3,antonym|capitalize|next-item,0.1765,4.48
prev-item,algorithmic,4,4,cass,0.0,0.6414,4,antonym|capitalize|next-item|word-length,0.1951,6.01
next-capital-letter,algorithmic,0,0,oracle,0.0,0,1,next-capital-letter,0,0.7698234516979648
next-capital-letter,algorithmic,0,0,naive,0.0,1,31,all,0,0
next-capital-letter,algorithmic,4,0,cass,0.0,0.8542,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length,0.0894,2.35
next-capital-letter,algorithmic,4,0,cass_recon,0.0,0.8542,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length,0.0894,2.35
next-capital-letter,algorithmic,4,0,zvec,0.0,0.8542,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length,0.0894,2.35
next-capital-letter,algorithmic,4,1,cass,0.0,0.8275,5,present-past|capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter,0.0935,2.16
next-capital-letter,algorithmic,4,1,cass_recon,0.0,0.8275,5,present-past|capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter,0.0935,2.16
next-capital-letter,algorithmic,4,1,zvec,0.0,0.8275,5,present-past|capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter,0.0935,2.16
next-capital-letter,algorithmic,4,2,cass,0.0,0.8721,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|animal-from-list,0.0671,1.77
next-capital-letter,algorithmic,4,2,cass_recon,0.0,0.8721,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|animal-from-list,0.0671,1.77
next-capital-letter,algorithmic,4,2,zvec,0.0,0.8721,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|animal-from-list,0.0671,1.77
next-capital-letter,algorithmic,4,3,cass,0.0,0.8699,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|alphabetically-last,0.1023,2.02
next-capital-letter,algorithmic,4,4,cass,0.0,0.6937,3,singular-plural|capitalize-first-letter|capitalize-last-letter,0.0902,3.14
word-length,algorithmic,0,0,oracle,0.0,0,1,word-length,0,0.5100978005517879
word-length,algorithmic,0,0,naive,0.0,1,31,all,0,0
word-length,algorithmic,4,0,cass,0.0,0.9629,2,capitalize-first-letter|next-capital-letter,0.0388,0.63
word-length,algorithmic,4,0,cass_recon,0.0,0.9629,2,capitalize-first-letter|next-capital-letter,0.0388,0.63
word-length,algorithmic,4,0,zvec,0.0,0.9629,2,capitalize-first-letter|next-capital-letter,0.0388,0.63
word-length,algorithmic,4,1,cass,0.0,0.9649,1,next-capital-letter,0.0522,0.83
word-length,algorithmic,4,1,cass_recon,0.0,0.9649,1,next-capital-letter,0.0522,0.83
word-length,algorithmic,4,1,zvec,0.0,0.9649,1,next-capital-letter,0.0522,0.83
word-length,algorithmic,4,2,cass,0.0,0.9767,5,person-instrument|capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter,0.0256,0.52
word-length,algorithmic,4,2,cass_recon,0.0,0.9767,5,person-instrument|capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter,0.0256,0.52
word-length,algorithmic,4,2,zvec,0.0,0.9767,5,person-instrument|capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter,0.0256,0.52
word-length,algorithmic,4,3,cass,0.0,0.9348,3,capitalize-first-letter|lowercase-first-letter|next-capital-letter,0.0264,0.58
word-length,algorithmic,4,4,cass,0.0,0.975,2,lowercase-first-letter|next-capital-letter,0.0474,0.93
alphabetically-first,algorithmic,0,0,oracle,0.04,0,1,alphabetically-first,0,6.235633729040567
alphabetically-first,algorithmic,0,0,naive,0.0,1,31,all,0,0
alphabetically-first,algorithmic,4,0,cass,0.06,0.6177,3,choose-last-of-list|choose-middle-of-list|animal-from-list,0.2834,5.77
alphabetically-first,algorithmic,4,0,cass_recon,0.06,0.6177,3,choose-last-of-list|choose-middle-of-list|animal-from-list,0.2834,5.77
alphabetically-first,algorithmic,4,0,zvec,0.0,0.6177,3,choose-last-of-list|choose-middle-of-list|animal-from-list,0.2834,5.77
alphabetically-first,algorithmic,4,1,cass,0.02,0.6273,5,alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1782,4.61
alphabetically-first,algorithmic,4,1,cass_recon,0.0,0.6273,5,alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1782,4.61
alphabetically-first,algorithmic,4,1,zvec,0.0,0.6273,5,alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.1782,4.61
alphabetically-first,algorithmic,4,2,cass,0.08,0.6195,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.2799,5.62
alphabetically-first,algorithmic,4,2,cass_recon,0.06,0.6195,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.2799,5.62
alphabetically-first,algorithmic,4,2,zvec,0.0,0.6195,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.2799,5.62
alphabetically-first,algorithmic,4,3,cass,0.04,0.6062,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list,0.2841,5.6
alphabetically-first,algorithmic,4,4,cass,0.0,0.6188,5,alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list|verb-from-list,0.1894,4.9
alphabetically-last,algorithmic,0,0,oracle,0.08,0,1,alphabetically-last,0,6.036157174158969
alphabetically-last,algorithmic,0,0,naive,0.0,1,31,all,0,0
alphabetically-last,algorithmic,4,0,cass,0.0,0.6334,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.2445,5.01
alphabetically-last,algorithmic,4,0,cass_recon,0.0,0.6334,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.2445,5.01
alphabetically-last,algorithmic,4,0,zvec,0.0,0.6334,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.2445,5.01
alphabetically-last,algorithmic,4,1,cass,0.02,0.625,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.1942,4.99
alphabetically-last,algorithmic,4,1,cass_recon,0.04,0.625,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.1942,4.99
alphabetically-last,algorithmic,4,1,zvec,0.0,0.625,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.1942,4.99
alphabetically-last,algorithmic,4,2,cass,0.02,0.6062,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.1736,5.49
alphabetically-last,algorithmic,4,2,cass_recon,0.04,0.6062,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.1736,5.49
alphabetically-last,algorithmic,4,2,zvec,0.0,0.6062,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.1736,5.49
alphabetically-last,algorithmic,4,3,cass,0.04,0.619,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.1989,5.2
alphabetically-last,algorithmic,4,4,cass,0.02,0.6784,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list,0.2121,4.58
choose-first-of-list,algorithmic,0,0,oracle,0.18,0,1,choose-first-of-list,0,7.186029475982158
choose-first-of-list,algorithmic,0,0,naive,0.0,1,31,all,0,0
choose-first-of-list,algorithmic,4,0,cass,0.1,0.6812,4,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list,0.3174,5.34
choose-first-of-list,algorithmic,4,0,cass_recon,0.16,0.6812,4,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list,0.3174,5.34
choose-first-of-list,algorithmic,4,0,zvec,0.0,0.6812,4,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list,0.3174,5.34
choose-first-of-list,algorithmic,4,1,cass,0.12,0.762,5,alphabetically-first|choose-middle-of-list|animal-from-list|color-from-list|fruit-from-list,0.3766,5.7
choose-first-of-list,algorithmic,4,1,cass_recon,0.14,0.762,5,alphabetically-first|choose-middle-of-list|animal-from-list|color-from-list|fruit-from-list,0.3766,5.7
choose-first-of-list,algorithmic,4,1,zvec,0.0,0.762,5,alphabetically-first|choose-middle-of-list|animal-from-list|color-from-list|fruit-from-list,0.3766,5.7
choose-first-of-list,algorithmic,4,2,cass,0.1,0.7104,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list,0.3316,5.81
choose-first-of-list,algorithmic,4,2,cass_recon,0.3,0.7104,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list,0.3316,5.81
choose-first-of-list,algorithmic,4,2,zvec,0.0,0.7104,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list,0.3316,5.81
choose-first-of-list,algorithmic,4,3,cass,0.46,0.7007,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list,0.3383,5.84
choose-first-of-list,algorithmic,4,4,cass,0.06,0.6843,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list,0.2528,5.5
choose-last-of-list,algorithmic,0,0,oracle,0.04,0,1,choose-last-of-list,0,6.586731717531056
choose-last-of-list,algorithmic,0,0,naive,0.0,1,31,all,0,0
choose-last-of-list,algorithmic,4,0,cass,0.0,0.6891,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list,0.2557,5.66
choose-last-of-list,algorithmic,4,0,cass_recon,0.0,0.6891,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list,0.2557,5.66
choose-last-of-list,algorithmic,4,0,zvec,0.0,0.6891,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list,0.2557,5.66
choose-last-of-list,algorithmic,4,1,cass,0.0,0.6678,4,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list,0.2429,5.09
choose-last-of-list,algorithmic,4,1,cass_recon,0.0,0.6678,4,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list,0.2429,5.09
choose-last-of-list,algorithmic,4,1,zvec,0.0,0.6678,4,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list,0.2429,5.09
choose-last-of-list,algorithmic,4,2,cass,0.0,0.6857,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list,0.2671,5.82
choose-last-of-list,algorithmic,4,2,cass_recon,0.0,0.6857,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list,0.2671,5.82
choose-last-of-list,algorithmic,4,2,zvec,0.0,0.6857,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|animal-from-list,0.2671,5.82
choose-last-of-list,algorithmic,4,3,cass,0.02,0.7557,2,alphabetically-first|alphabetically-last,0.3757,5.3
choose-last-of-list,algorithmic,4,4,cass,0.0,0.7085,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.3518,6.02
choose-middle-of-list,algorithmic,0,0,oracle,0.0,0,1,choose-middle-of-list,0,5.902756717757374
choose-middle-of-list,algorithmic,0,0,naive,0.02,1,31,all,0,0
choose-middle-of-list,algorithmic,4,0,cass,0.02,0.6951,4,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list,0.2714,4.69
choose-middle-of-list,algorithmic,4,0,cass_recon,0.0,0.6951,4,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list,0.2714,4.69
choose-middle-of-list,algorithmic,4,0,zvec,0.02,0.6951,4,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list,0.2714,4.69
choose-middle-of-list,algorithmic,4,1,cass,0.0,0.6389,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.223,4.57
choose-middle-of-list,algorithmic,4,1,cass_recon,0.0,0.6389,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.223,4.57
choose-middle-of-list,algorithmic,4,1,zvec,0.02,0.6389,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.223,4.57
choose-middle-of-list,algorithmic,4,2,cass,0.02,0.6387,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.2411,4.96
choose-middle-of-list,algorithmic,4,2,cass_recon,0.02,0.6387,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.2411,4.96
choose-middle-of-list,algorithmic,4,2,zvec,0.02,0.6387,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.2411,4.96
choose-middle-of-list,algorithmic,4,3,cass,0.02,0.6668,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list,0.2204,4.66
choose-middle-of-list,algorithmic,4,4,cass,0.0,0.623,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|color-from-list,0.1775,4.62
animal-from-list,selection,0,0,oracle,0.12,0,1,animal-from-list,0,7.371377359226601
animal-from-list,selection,0,0,naive,0.0,1,31,all,0,0
animal-from-list,selection,4,0,cass,0.0,0.6957,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.2994,5.33
animal-from-list,selection,4,0,cass_recon,0.0,0.6957,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.2994,5.33
animal-from-list,selection,4,0,zvec,0.0,0.6957,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.2994,5.33
animal-from-list,selection,4,1,cass,0.02,0.7386,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.3725,5.39
animal-from-list,selection,4,1,cass_recon,0.1,0.7386,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.3725,5.39
animal-from-list,selection,4,1,zvec,0.0,0.7386,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.3725,5.39
animal-from-list,selection,4,2,cass,0.0,0.6159,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.2112,5.55
animal-from-list,selection,4,2,cass_recon,0.0,0.6159,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.2112,5.55
animal-from-list,selection,4,2,zvec,0.0,0.6159,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.2112,5.55
animal-from-list,selection,4,3,cass,0.0,0.683,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list,0.313,5.48
animal-from-list,selection,4,4,cass,0.0,0.7358,3,alphabetically-first|choose-middle-of-list|fruit-from-list,0.3847,5.42
color-from-list,selection,0,0,oracle,0.0,0,1,color-from-list,0,7.217094203444165
color-from-list,selection,0,0,naive,0.0,1,31,all,0,0
color-from-list,selection,4,0,cass,0.0,0.6904,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list,0.1743,3.85
color-from-list,selection,4,0,cass_recon,0.04,0.6904,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list,0.1743,3.85
color-from-list,selection,4,0,zvec,0.0,0.6904,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list,0.1743,3.85
color-from-list,selection,4,1,cass,0.0,0.6619,4,alphabetically-first|choose-middle-of-list|animal-from-list|fruit-from-list,0.1724,3.68
color-from-list,selection,4,1,cass_recon,0.02,0.6619,4,alphabetically-first|choose-middle-of-list|animal-from-list|fruit-from-list,0.1724,3.68
color-from-list,selection,4,1,zvec,0.0,0.6619,4,alphabetically-first|choose-middle-of-list|animal-from-list|fruit-from-list,0.1724,3.68
color-from-list,selection,4,2,cass,0.0,0.6518,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list,0.2591,5.54
color-from-list,selection,4,2,cass_recon,0.02,0.6518,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list,0.2591,5.54
color-from-list,selection,4,2,zvec,0.0,0.6518,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list,0.2591,5.54
color-from-list,selection,4,3,cass,0.0,0.659,4,alphabetically-first|choose-middle-of-list|animal-from-list|fruit-from-list,0.2769,5.81
color-from-list,selection,4,4,cass,0.0,0.6212,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list,0.2068,5.36
fruit-from-list,selection,0,0,oracle,0.02,0,1,fruit-from-list,0,7.387053519959762
fruit-from-list,selection,0,0,naive,0.0,1,31,all,0,0
fruit-from-list,selection,4,0,cass,0.0,0.5732,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1803,5.44
fruit-from-list,selection,4,0,cass_recon,0.08,0.5732,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1803,5.44
fruit-from-list,selection,4,0,zvec,0.0,0.5732,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1803,5.44
fruit-from-list,selection,4,1,cass,0.0,0.5769,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1839,5.72
fruit-from-list,selection,4,1,cass_recon,0.06,0.5769,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1839,5.72
fruit-from-list,selection,4,1,zvec,0.0,0.5769,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1839,5.72
fruit-from-list,selection,4,2,cass,0.02,0.5507,5,antonym|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1526,5.78
fruit-from-list,selection,4,2,cass_recon,0.02,0.5507,5,antonym|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1526,5.78
fruit-from-list,selection,4,2,zvec,0.0,0.5507,5,antonym|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list,0.1526,5.78
fruit-from-list,selection,4,3,cass,0.0,0.5616,3,choose-middle-of-list|animal-from-list|color-from-list,0.1856,5.65
fruit-from-list,selection,4,4,cass,0.0,0.6165,4,alphabetically-first|choose-middle-of-list|animal-from-list|color-from-list,0.1956,4.92
verb-from-list,selection,0,0,oracle,0.0,0,1,verb-from-list,0,7.27422075853017
verb-from-list,selection,0,0,naive,0.02,1,31,all,0,0
verb-from-list,selection,4,0,cass,0.04,0.7775,4,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list,0.336,5.01
verb-from-list,selection,4,0,cass_recon,0.14,0.7775,4,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list,0.336,5.01
verb-from-list,selection,4,0,zvec,0.02,0.7775,4,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list,0.336,5.01
verb-from-list,selection,4,1,cass,0.04,0.7646,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.4356,6.28
verb-from-list,selection,4,1,cass_recon,0.04,0.7646,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.4356,6.28
verb-from-list,selection,4,1,zvec,0.02,0.7646,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list,0.4356,6.28
verb-from-list,selection,4,2,cass,0.02,0.7149,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|animal-from-list,0.3371,5.93
verb-from-list,selection,4,2,cass_recon,0.08,0.7149,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|animal-from-list,0.3371,5.93
verb-from-list,selection,4,2,zvec,0.02,0.7149,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|animal-from-list,0.3371,5.93
verb-from-list,selection,4,3,cass,0.08,0.772,3,alphabetically-first|choose-last-of-list|choose-middle-of-list,0.3941,5.67
verb-from-list,selection,4,4,cass,0.12,0.7478,3,alphabetically-first|alphabetically-last|choose-last-of-list,0.4283,5.87
